instrument,instrument_id,n_observations,n_channels,mean_impact,sum_impact,positive_frac,innovation_mean,innovation_std,innovation_abs_mean,innovation_rms,gradient_mean,gradient_abs_mean,gradient_rms,projection_mean,alignment_cosine,alignment_frac,target_variable,target_channel,p_idx,p_hpa,pair_idx,prev_bin,curr_bin,lead_step,ea,eb
avhrr,3,30000,3,-3.580782959033968e-07,-0.0322270467877388,0.0018777777440845966,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,-1.4127853376066923e-07,3.109026010861271e-06,0.00015212816651910543,-3.580782959033968e-07,-0.001709309290163219,0.0018777777440845966,temperature,0,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,3.5543893318390474e-05,1.9393104314804077,0.005260167643427849,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,2.7258545742370188e-05,0.0002442877448629588,0.0066168843768537045,3.5543893318390474e-05,0.0039415545761585236,0.005260167643427849,temperature,0,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.00031033839331939816,-14.669695854187012,0.04176010191440582,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-0.0003578313917387277,0.0011614536633715034,0.02331853285431862,-0.00031033839331939816,-0.010129351168870926,0.04176010191440582,temperature,0,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,0.0005586579791270196,4.100549697875977,0.09645776450634003,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,0.00048195512499660254,0.0015939295990392566,0.012999736703932285,0.0005586579791270196,0.02790157124400139,0.09645776450634003,temperature,0,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
aircraft,6,9313,4,5.5123178754001856e-05,2.0534486770629883,0.06617094576358795,0.0708717554807663,0.7091148495674133,0.4894510805606842,0.7126476764678955,4.656808596337214e-05,0.0001772860123310238,0.0030913252849131823,5.5123178754001856e-05,0.025021588429808617,0.06617094576358795,temperature,0,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
atms,2,50000,22,1.6979443898890167e-05,18.67738914489746,0.004934545606374741,0.15971380472183228,1.2372808456420898,0.9870138764381409,1.2475465536117554,2.5310904675279744e-05,0.00016333161329384893,0.00571037782356143,1.6979443898890167e-05,0.002383461222052574,0.004934545606374741,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
amsua,0,30000,15,-4.344495027908124e-05,-19.550228118896484,0.004773333203047514,0.13317811489105225,1.3794221878051758,1.1105912923812866,1.3858362436294556,4.304351023165509e-05,0.00018578110029920936,0.005671777296811342,-4.344495027908124e-05,-0.0055272625759243965,0.004773333203047514,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ssmis,5,30000,24,1.1531541304066195e-06,0.8302710056304932,0.003904166631400585,0.01268264465034008,1.4574474096298218,1.1486271619796753,1.4575026035308838,6.707721240672981e-06,8.7442145741079e-05,0.003124895505607128,1.1531541304066195e-06,0.00025318903499282897,0.003904166631400585,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
seviri,4,30000,16,-3.5265238693682477e-06,-1.692731499671936,0.0016645833384245634,-0.19238212704658508,0.4233344793319702,0.31246668100357056,0.464997798204422,3.411190118640661e-05,7.623001874890178e-05,0.003001115983352065,-3.5265238693682477e-06,-0.0025270574260503054,0.0016645833384245634,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
avhrr,3,30000,3,1.0948859880954842e-06,0.09853973984718323,0.0023666666820645332,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,1.7553129509906285e-06,3.5680122891790234e-06,0.0001702471636235714,1.0948859880954842e-06,0.004670262336730957,0.0023666666820645332,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,7.859984907554463e-05,4.288486480712891,0.005626729689538479,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,9.734200284583494e-05,0.00021976570133119822,0.006487217731773853,7.859984907554463e-05,0.008890357799828053,0.005626729689538479,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.00025042970082722604,-11.837812423706055,0.04201396182179451,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-0.0004903511144220829,0.001350118312984705,0.030943645164370537,-0.00025042970082722604,-0.006159731186926365,0.04201396182179451,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,0.000544866023119539,3.999316692352295,0.10122615844011307,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,0.0004267432086635381,0.0011999846901744604,0.008628428913652897,0.000544866023119539,0.04099918529391289,0.10122615844011307,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
aircraft,6,9313,4,4.161593096796423e-05,1.5502766370773315,0.055325888097286224,0.0708717554807663,0.7091148495674133,0.4894510805606842,0.7126476764678955,2.35058232647134e-05,0.00013345798652153462,0.002463827608153224,4.161593096796423e-05,0.023701423779129982,0.055325888097286224,dewpoint_temperature,1,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
atms,2,50000,22,-2.6775035166792804e-06,-2.945253849029541,0.004600909072905779,0.15971380472183228,1.2372808456420898,0.9870138764381409,1.2475465536117554,-1.1608064596657641e-05,2.9309418096090667e-05,0.0009900061413645744,-2.6775035166792804e-06,-0.0021679112687706947,0.004600909072905779,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
amsua,0,30000,15,-1.8521574020269327e-05,-8.334708213806152,0.004893333185464144,0.13317811489105225,1.3794221878051758,1.1105912923812866,1.3858362436294556,-1.012089524010662e-05,5.36438419658225e-05,0.0017864358378574252,-1.8521574020269327e-05,-0.007481358479708433,0.004893333185464144,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ssmis,5,30000,24,3.0036204634598107e-07,0.21626067161560059,0.003468055510893464,0.01268264465034008,1.4574474096298218,1.1486271619796753,1.4575026035308838,4.3125515958308824e-07,4.464467929210514e-05,0.0014314138097688556,3.0036204634598107e-07,0.0001439703191863373,0.003468055510893464,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
seviri,4,30000,16,1.5615991344475333e-07,0.07495675981044769,0.0014708333183079958,-0.19238212704658508,0.4233344793319702,0.31246668100357056,0.464997798204422,2.924634827650152e-06,1.6675654478603974e-05,0.000686526473145932,1.5615991344475333e-07,0.0004891739808954298,0.0014708333183079958,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
avhrr,3,30000,3,-4.407100277603604e-06,-0.39663901925086975,0.0025888888631016016,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,-1.8254876295031863e-06,2.979610371767194e-06,0.00027314998442307115,-4.407100277603604e-06,-0.011716664768755436,0.0025888888631016016,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,1.6032383598485467e-07,0.00874742865562439,0.00423379335552454,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,2.1071067749289796e-05,9.208954725181684e-05,0.003400652203708887,1.6032383598485467e-07,3.459329673205502e-05,0.00423379335552454,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.00033750649890862405,-15.95393180847168,0.033890414983034134,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-0.00011232506949454546,0.0005646524368785322,0.005631136242300272,-0.00033750649890862405,-0.045617710798978806,0.033890414983034134,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,-0.0005921719130128622,-4.346541881561279,0.07465939968824387,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,-0.0005894444766454399,0.00188609235920012,0.013513009995222092,-0.0005921719130128622,-0.028452003374695778,0.07465939968824387,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
aircraft,6,9313,4,7.337063289014623e-05,2.7332026958465576,0.05935251712799072,0.0708717554807663,0.7091148495674133,0.4894510805606842,0.7126476764678955,0.00024750048760324717,0.0004272284568287432,0.0037039017770439386,7.337063289014623e-05,0.02779635414481163,0.05935251712799072,u_wind,2,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
atms,2,50000,22,-5.0641789130168036e-05,-55.70596694946289,0.0044745453633368015,0.15971380472183228,1.2372808456420898,0.9870138764381409,1.2475465536117554,-0.00013967404083814472,0.0003701627138070762,0.010681340470910072,-5.0641789130168036e-05,-0.00380042870528996,0.0044745453633368015,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
amsua,0,30000,15,-0.000241352929151617,-108.60881805419922,0.005146666895598173,0.13317811489105225,1.3794221878051758,1.1105912923812866,1.3858362436294556,-0.00020311289699748158,0.0007560001686215401,0.021062640473246574,-0.000241352929151617,-0.008268557488918304,0.005146666895598173,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ssmis,5,30000,24,-4.6824792661936954e-05,-33.71385192871094,0.0037361111026257277,0.01268264465034008,1.4574474096298218,1.1486271619796753,1.4575026035308838,-8.00633424660191e-05,0.0004657480167225003,0.015223789028823376,-4.6824792661936954e-05,-0.0021103094331920147,0.0037361111026257277,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
seviri,4,30000,16,-1.6392597899539396e-05,-7.8684468269348145,0.001500000013038516,-0.19238212704658508,0.4233344793319702,0.31246668100357056,0.464997798204422,6.902498716954142e-05,0.00017558663967065513,0.005698541644960642,-1.6392597899539396e-05,-0.006186359096318483,0.001500000013038516,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
avhrr,3,30000,3,-3.5077329812338576e-05,-3.1569597721099854,0.002166666556149721,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,-1.1248429473198485e-05,3.101192123722285e-05,0.003218771191313863,-3.5077329812338576e-05,-0.007913866080343723,0.002166666556149721,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,-0.00026894823531620204,-14.674084663391113,0.004160481039434671,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,-0.00023525429423898458,0.0008307346142828465,0.021452955901622772,-0.00026894823531620204,-0.009198937565088272,0.004160481039434671,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.0032566089648753405,-153.93991088867188,0.03651364520192146,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-0.0015653398586437106,0.005064767319709063,0.052099183201789856,-0.0032566089648753405,-0.04757536202669144,0.03651364520192146,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,-0.007218562997877598,-52.9842529296875,0.07002724707126617,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,-0.006249263416975737,0.027366269379854202,0.15409338474273682,-0.007218562997877598,-0.030414726585149765,0.07002724707126617,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
aircraft,6,9313,4,0.000428703089710325,15.970047950744629,0.06139267608523369,0.0708717554807663,0.7091148495674133,0.4894510805606842,0.7126476764678955,0.0015136097790673375,0.003092755563557148,0.025228306651115417,0.000428703089710325,0.023844793438911438,0.06139267608523369,v_wind,3,7,250.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
atms,2,50000,22,-2.7619457796390634e-06,-3.038140296936035,0.00326454546302557,0.15971380472183228,1.2372808456420898,0.9870138764381409,1.2475465536117554,4.361526225693524e-05,7.973342144396156e-05,0.0029842250514775515,-2.7619457796390634e-06,-0.0007418787572532892,0.00326454546302557,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
amsua,0,30000,15,-3.3490723581053317e-05,-15.070825576782227,0.003093333449214697,0.13317811489105225,1.3794221878051758,1.1105912923812866,1.3858362436294556,-2.038273487414699e-05,0.0001243721053469926,0.0038924715481698513,-3.3490723581053317e-05,-0.006208532955497503,0.003093333449214697,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ssmis,5,30000,24,-7.301138975890353e-05,-52.568199157714844,0.0032680556178092957,0.01268264465034008,1.4574474096298218,1.1486271619796753,1.4575026035308838,4.866489689447917e-05,0.00012402900028973818,0.004373939707875252,-7.301138975890353e-05,-0.011452777311205864,0.0032680556178092957,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
seviri,4,30000,16,-2.483977539213811e-07,-0.11923092603683472,0.002710416680201888,-0.19238212704658508,0.4233344793319702,0.31246668100357056,0.464997798204422,1.0417060366307851e-05,2.8830412702518515e-05,0.001091214595362544,-2.483977539213811e-07,-0.000489540456328541,0.002710416680201888,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
avhrr,3,30000,3,-2.1219716472842265e-06,-0.19097745418548584,0.0019111110595986247,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,-1.178783122668392e-06,2.997180899910745e-06,0.00014501737314276397,-2.1219716472842265e-06,-0.010626048780977726,0.0019111110595986247,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,-1.30443131638458e-05,-0.7117107510566711,0.003647293895483017,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,-2.4491788281011395e-05,0.0001157355509349145,0.004038678016513586,-1.30443131638458e-05,-0.002369943540543318,0.003647293895483017,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.000333828735165298,-15.780084609985352,0.03496932610869408,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-0.00019029667600989342,0.0010228429455310106,0.013120682910084724,-0.000333828735165298,-0.019364872947335243,0.03496932610869408,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,-0.00010319404100300744,-0.7574442625045776,0.10217984020709991,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,-7.069760613376275e-05,0.0013457394670695066,0.010042154230177402,-0.00010319404100300744,-0.006671828217804432,0.10217984020709991,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
aircraft,6,9313,4,5.211407187744044e-05,1.941353440284729,0.04797057807445526,0.0708717554807663,0.7091148495674133,0.4894510805606842,0.7126476764678955,-6.649370334343985e-05,0.0001930421858560294,0.002213579136878252,5.211407187744044e-05,0.03303582966327667,0.04797057807445526,temperature,0,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
atms,2,50000,22,3.7303143471945077e-06,4.10334587097168,0.003312727203592658,0.15971380472183228,1.2372808456420898,0.9870138764381409,1.2475465536117554,2.3270271412911825e-05,7.43385317036882e-05,0.0026614598464220762,3.7303143471945077e-06,0.0011235045967623591,0.003312727203592658,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
amsua,0,30000,15,-2.1238944100332446e-05,-9.557524681091309,0.003253333270549774,0.13317811489105225,1.3794221878051758,1.1105912923812866,1.3858362436294556,1.3902062164561357e-05,0.0001294008397962898,0.004059167113155127,-2.1238944100332446e-05,-0.0037755987141281366,0.003253333270549774,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ssmis,5,30000,24,-1.746045018080622e-05,-12.571523666381836,0.0034930554684251547,0.01268264465034008,1.4574474096298218,1.1486271619796753,1.4575026035308838,5.521321781998267e-06,9.218112973030657e-05,0.0029250585939735174,-1.746045018080622e-05,-0.004095565527677536,0.0034930554684251547,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
seviri,4,30000,16,-1.1937120234506438e-06,-0.5729817748069763,0.002675000112503767,-0.19238212704658508,0.4233344793319702,0.31246668100357056,0.464997798204422,2.2295876988209784e-05,4.8505226004635915e-05,0.0018625217489898205,-1.1937120234506438e-06,-0.0013783177128061652,0.002675000112503767,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
avhrr,3,30000,3,-1.545029562066702e-07,-0.013905266299843788,0.0015555555000901222,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,5.024355118621315e-07,1.6011478010113933e-06,8.087777678156272e-05,-1.545029562066702e-07,-0.001387266325764358,0.0015555555000901222,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,1.9132725356030278e-05,1.0439006090164185,0.004178809002041817,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,5.826780034112744e-05,9.781817061593756e-05,0.0028481988701969385,1.9132725356030278e-05,0.004929042886942625,0.004178809002041817,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.0002428660518489778,-11.480278015136719,0.035350117832422256,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-0.00018269808788318187,0.000944068597164005,0.014232846908271313,-0.0002428660518489778,-0.012987406924366951,0.035350117832422256,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,0.00028378586284816265,2.0829882621765137,0.10558582842350006,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,0.00033114213147200644,0.0014105952577665448,0.010242210701107979,0.00028378586284816265,0.017989298328757286,0.10558582842350006,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
aircraft,6,9313,4,-1.9272714780527167e-05,-0.7179471850395203,0.052265651524066925,0.0708717554807663,0.7091148495674133,0.4894510805606842,0.7126476764678955,-3.373696017661132e-05,0.00019021837215404958,0.0029030602890998125,-1.9272714780527167e-05,-0.00931562576442957,0.052265651524066925,dewpoint_temperature,1,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
atms,2,50000,22,1.9960848476330284e-06,2.195693254470825,0.0033018181566148996,0.15971380472183228,1.2372808456420898,0.9870138764381409,1.2475465536117554,-8.377087397093419e-06,2.9271081075421534e-05,0.0011121421121060848,1.9960848476330284e-06,0.0014386925613507628,0.0033018181566148996,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
amsua,0,30000,15,-7.389307938865386e-06,-3.325188636779785,0.0034933332353830338,0.13317811489105225,1.3794221878051758,1.1105912923812866,1.3858362436294556,-5.527391294890549e-06,4.773568798555061e-05,0.0015998337185010314,-7.389307938865386e-06,-0.0033328740391880274,0.0034933332353830338,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ssmis,5,30000,24,-3.2367540825362084e-07,-0.233046293258667,0.003654166590422392,0.01268264465034008,1.4574474096298218,1.1486271619796753,1.4575026035308838,-3.9319270399573725e-06,2.2988571799942292e-05,0.0009869779460132122,-3.2367540825362084e-07,-0.00022500667546410114,0.003654166590422392,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
seviri,4,30000,16,-1.663127932260977e-06,-0.7983013987541199,0.002422916702926159,-0.19238212704658508,0.4233344793319702,0.31246668100357056,0.464997798204422,5.91991647524992e-06,1.6289321138174273e-05,0.0005937811802141368,-1.663127932260977e-06,-0.006023519206792116,0.002422916702926159,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
avhrr,3,30000,3,-9.104202831622388e-07,-0.08193782716989517,0.002011111006140709,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,8.154797797033098e-07,2.5380779788974905e-06,0.00019744044402614236,-9.104202831622388e-07,-0.003348559606820345,0.002011111006140709,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,-3.2245567126665264e-05,-1.759350299835205,0.003427356481552124,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,-2.3949958631419577e-05,6.301212124526501e-05,0.0020360846538096666,-3.2245567126665264e-05,-0.01162064727395773,0.003427356481552124,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.0001758256257744506,-8.311277389526367,0.027501586824655533,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-7.701641152380034e-05,0.0004137736978009343,0.00590325566008687,-0.0001758256257744506,-0.022669292986392975,0.027501586824655533,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,5.667800905939657e-06,0.04160165786743164,0.07479564100503922,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,-0.00030002702260389924,0.0017551883356645703,0.015087932348251343,5.667800905939657e-06,0.0002438945375615731,0.07479564100503922,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
aircraft,6,9313,4,1.5373470887425356e-05,0.5726925134658813,0.06356705725193024,0.0708717554807663,0.7091148495674133,0.4894510805606842,0.7126476764678955,0.00010027876851381734,0.00018318879301659763,0.002920498140156269,1.5373470887425356e-05,0.007386523764580488,0.06356705725193024,u_wind,2,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
atms,2,50000,22,-1.8905760953202844e-05,-20.796337127685547,0.003287272760644555,0.15971380472183228,1.2372808456420898,0.9870138764381409,1.2475465536117554,4.786624685948482e-06,0.00022108516714069992,0.0066147749312222,-1.8905760953202844e-05,-0.0022910176776349545,0.003287272760644555,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
amsua,0,30000,15,-7.099322829162702e-05,-31.94695281982422,0.003446666756644845,0.13317811489105225,1.3794221878051758,1.1105912923812866,1.3858362436294556,-2.2334501409204677e-05,0.0004591620236169547,0.012637276202440262,-7.099322829162702e-05,-0.004053716082125902,0.003446666756644845,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ssmis,5,30000,24,-3.320119503769092e-05,-23.904861450195312,0.0035583332646638155,0.01268264465034008,1.4574474096298218,1.1486271619796753,1.4575026035308838,4.996571078663692e-05,0.00024026654136832803,0.007604329381138086,-3.320119503769092e-05,-0.0029956132639199495,0.0035583332646638155,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
seviri,4,30000,16,-1.350156162516214e-05,-6.480749607086182,0.0025166666600853205,-0.19238212704658508,0.4233344793319702,0.31246668100357056,0.464997798204422,3.89843262382783e-05,0.00017604610184207559,0.006321460474282503,-1.350156162516214e-05,-0.004593223799020052,0.0025166666600853205,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
avhrr,3,30000,3,-2.4273243980132975e-05,-2.1845920085906982,0.0017777777975425124,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,-9.947647413355298e-06,2.953703369712457e-05,0.001951635000295937,-2.4273243980132975e-05,-0.009031948633491993,0.0017777777975425124,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,-0.0003148816176690161,-17.180255889892578,0.0027492165099829435,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,-5.130758654559031e-05,0.0005268874811008573,0.01305023767054081,-0.0003148816176690161,-0.0177045539021492,0.0027492165099829435,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.0017332738498225808,-81.93185424804688,0.030124815180897713,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-0.0008323125657625496,0.004909039940685034,0.05279907211661339,-0.0017332738498225808,-0.024985510855913162,0.030124815180897713,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,-0.001313322107307613,-9.63978385925293,0.08474114537239075,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,-0.0040398831479251385,0.02523081935942173,0.16455407440662384,-0.001313322107307613,-0.005181788932532072,0.08474114537239075,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
aircraft,6,9313,4,0.0003963069466408342,14.763226509094238,0.06700311601161957,0.0708717554807663,0.7091148495674133,0.4894510805606842,0.7126476764678955,0.00046922676847316325,0.0020914317574352026,0.022994179278612137,0.0003963069466408342,0.024184605106711388,0.06700311601161957,v_wind,3,8,200.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
atms,2,50000,22,5.4671691032126546e-05,60.138858795166016,0.005333636421710253,0.15971380472183228,1.2372808456420898,0.9870138764381409,1.2475465536117554,0.00013773348473478109,0.0002655087737366557,0.00811255443841219,5.4671691032126546e-05,0.0054019964300096035,0.005333636421710253,temperature,0,9,150.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
amsua,0,30000,15,2.489301004970912e-05,11.201854705810547,0.004562222398817539,0.13317811489105225,1.3794221878051758,1.1105912923812866,1.3858362436294556,-3.588538311305456e-05,0.0003610726853366941,0.009410508908331394,2.489301004970912e-05,0.0019087728578597307,0.004562222398817539,temperature,0,9,150.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ssmis,5,30000,24,-7.477506733266637e-05,-53.838050842285156,0.005606944672763348,0.01268264465034008,1.4574474096298218,1.1486271619796753,1.4575026035308838,0.0001865751837613061,0.00040341346175409853,0.012327287346124649,-7.477506733266637e-05,-0.004161810968071222,0.005606944672763348,temperature,0,9,150.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
seviri,4,30000,16,-5.620198407996213e-06,-2.697695255279541,0.003685416653752327,-0.19238212704658508,0.4233344793319702,0.31246668100357056,0.464997798204422,4.053193151776213e-06,8.750245615374297e-05,0.0025796315167099237,-5.620198407996213e-06,-0.004685383755713701,0.003685416653752327,temperature,0,9,150.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
avhrr,3,30000,3,-6.4838195612537675e-06,-0.5835437774658203,0.002899999963119626,0.5183321237564087,1.2757676839828491,1.0269211530685425,1.377044439315796,-4.395521500555333e-06,1.2373411664157175e-05,0.000496049178764224,-6.4838195612537675e-06,-0.009492015466094017,0.002899999963119626,temperature,0,9,150.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
ascat,1,18187,3,6.732332622050308e-06,0.36732280254364014,0.004856949206441641,0.5272207856178284,1.2567269802093506,1.1442205905914307,1.3628369569778442,7.292446389328688e-05,0.00031659958767704666,0.007972734048962593,6.732332622050308e-06,0.0006196042522788048,0.004856949206441641,temperature,0,9,150.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
surface_obs,8,9454,5,-0.0004709540226031095,-22.26199722290039,0.02980748936533928,0.7506809830665588,1.0783015489578247,1.0354689359664917,1.3138706684112549,-0.0002557426050771028,0.0028185229748487473,0.03655213117599487,-0.0004709540226031095,-0.009806482121348381,0.02980748936533928,temperature,0,9,150.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
radiosonde,7,1835,4,6.503958138637245e-05,0.4773905277252197,0.11021798104047775,1.167386531829834,1.0047322511672974,1.2893149852752686,1.5402202606201172,-0.0003301767283119261,0.0030657837633043528,0.01922423392534256,6.503958138637245e-05,0.0021965743508189917,0.11021798104047775,temperature,0,9,150.0,1,bin2,bin3,0,226823.57177734375,230411.5059814453
