instrument,instrument_id,n_observations,n_channels,mean_impact,sum_impact,positive_frac,innovation_mean,innovation_std,innovation_abs_mean,innovation_rms,gradient_mean,gradient_abs_mean,gradient_rms,projection_mean,alignment_cosine,alignment_frac,target_variable,target_channel,p_idx,p_hpa,pair_idx,prev_bin,curr_bin,lead_step,ea,eb
avhrr,3,30000,3,-1.944929977071297e-07,-0.017504369840025902,0.001488888869062066,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,4.770630539496779e-07,9.488971954851877e-07,3.273219408583827e-05,-1.944929977071297e-07,-0.004842205438762903,0.001488888869062066,u_wind,2,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,-4.901260763290338e-05,-2.744166851043701,0.0026612370274960995,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,-2.205764758400619e-05,6.962462794035673e-05,0.002678330522030592,-4.901260763290338e-05,-0.011250518262386322,0.0026612370274960995,u_wind,2,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,-0.00018978879961650819,-8.99693775177002,0.02740217186510563,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,-7.50630279071629e-05,0.0004623466229531914,0.0073319971561431885,-0.00018978879961650819,-0.023709332570433617,0.02740217186510563,u_wind,2,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,-0.000580166932195425,-6.2890095710754395,0.059870850294828415,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,-0.0004327323113102466,0.001169126364402473,0.011723292991518974,-0.000580166932195425,-0.032486215233802795,0.059870850294828415,u_wind,2,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
aircraft,6,14550,4,1.8866534446715377e-05,1.0980323553085327,0.02407216466963291,-0.04024752229452133,0.726263165473938,0.49062973260879517,0.7273774743080139,7.134694169508293e-05,0.00010626269067870453,0.0014953293139114976,1.8866534446715377e-05,0.017345856875181198,0.02407216466963291,u_wind,2,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
atms,2,50000,22,-9.531041541777086e-06,-10.484146118164062,0.0033845454454421997,0.12253441661596298,1.251461386680603,0.9831319451332092,1.2574459314346313,2.7095986297354102e-05,9.77832532953471e-05,0.0033482443541288376,-9.531041541777086e-06,-0.0022638121154159307,0.0033845454454421997,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
amsua,0,30000,15,-8.381240331800655e-05,-37.715579986572266,0.0036288888659328222,0.10308036208152771,1.3152543306350708,1.0490690469741821,1.3192874193191528,1.1471017387520988e-05,0.00038950229645706713,0.012209328822791576,-8.381240331800655e-05,-0.005203294567763805,0.0036288888659328222,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ssmis,5,30000,24,-3.259535878896713e-05,-23.468658447265625,0.0033430554904043674,0.0031434623524546623,1.4766324758529663,1.14431631565094,1.4766359329223633,5.1066959713352844e-05,0.000254606333328411,0.011390961706638336,-3.259535878896713e-05,-0.0019378750585019588,0.0033430554904043674,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
seviri,4,30000,16,4.388736670080107e-06,2.106593608856201,0.003291666740551591,-0.29585352540016174,0.5085338950157166,0.39534398913383484,0.5883333086967468,7.407524390146136e-05,0.00024682460934855044,0.006317688152194023,4.388736670080107e-06,0.001180753344669938,0.003291666740551591,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
avhrr,3,30000,3,-6.678399131487822e-06,-0.601055920124054,0.001377777778543532,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,-1.7534761127535603e-06,1.3295475582708605e-05,0.0005170205258764327,-6.678399131487822e-06,-0.010526378639042377,0.001377777778543532,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,-0.00012154156866017729,-6.804990768432617,0.0034471056424081326,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,-9.130438229476567e-06,0.00047230522613972425,0.012364158406853676,-0.00012154156866017729,-0.0060435086488723755,0.0034471056424081326,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,-0.001921764574944973,-91.10124969482422,0.02605210430920124,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,-0.0008295901352539659,0.005212259478867054,0.06409104913473129,-0.001921764574944973,-0.02746463567018509,0.02605210430920124,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,-0.007537655998021364,-81.70819091796875,0.06586715579032898,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,-0.005992709193378687,0.018384860828518867,0.14680099487304688,-0.007537655998021364,-0.03370567783713341,0.06586715579032898,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
aircraft,6,14550,4,0.00023149781918618828,13.473173141479492,0.026941580697894096,-0.04024752229452133,0.726263165473938,0.49062973260879517,0.7273774743080139,0.0004354692355263978,0.0011860160157084465,0.012698411010205746,0.00023149781918618828,0.025063280016183853,0.026941580697894096,v_wind,3,8,200.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
atms,2,50000,22,1.0989304428221658e-05,12.088234901428223,0.004567272495478392,0.12253441661596298,1.251461386680603,0.9831319451332092,1.2574459314346313,6.056291749700904e-05,0.00010750956425908953,0.0030195482540875673,1.0989304428221658e-05,0.0028943135403096676,0.004567272495478392,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
amsua,0,30000,15,3.681871748995036e-05,16.568422317504883,0.004777777940034866,0.10308036208152771,1.3152543306350708,1.0490690469741821,1.3192874193191528,-9.216023499902803e-06,0.00025137036573141813,0.0073709371499717236,3.681871748995036e-05,0.003786238143220544,0.004777777940034866,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ssmis,5,30000,24,-4.2188239604001865e-05,-30.375532150268555,0.0042388890869915485,0.0031434623524546623,1.4766324758529663,1.14431631565094,1.4766359329223633,7.613950583618134e-05,0.00018011477368418127,0.006750032771378756,-4.2188239604001865e-05,-0.0042326850816607475,0.0042388890869915485,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
seviri,4,30000,16,-7.724772331130225e-06,-3.707890510559082,0.003497916739434004,-0.29585352540016174,0.5085338950157166,0.39534398913383484,0.5883333086967468,1.9563165096769808e-06,4.9166264943778515e-05,0.001283208024688065,-7.724772331130225e-06,-0.010232140310108662,0.003497916739434004,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
avhrr,3,30000,3,-3.531624770403141e-06,-0.31784623861312866,0.001488888869062066,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,-3.3119579256890574e-06,6.4505793488933705e-06,0.00038843386573717,-3.531624770403141e-06,-0.007409209385514259,0.001488888869062066,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,1.3879403013561387e-05,0.7770938873291016,0.003929343074560165,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,3.073500556638464e-05,0.00016948519623838365,0.0058203027583658695,1.3879403013561387e-05,0.0014660678571090102,0.003929343074560165,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,-0.00030365196289494634,-14.394620895385742,0.038751184940338135,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,-0.00027586473152041435,0.0018416867824271321,0.020606817677617073,-0.00030365196289494634,-0.013496967032551765,0.038751184940338135,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,0.00031443240004591644,3.408447265625,0.12241697311401367,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,-6.874259997857735e-05,0.0017085925210267305,0.01738939806818962,0.00031443240004591644,0.011869666166603565,0.12241697311401367,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
aircraft,6,14550,4,4.012016506749205e-05,2.334993600845337,0.05725085735321045,-0.04024752229452133,0.726263165473938,0.49062973260879517,0.7273774743080139,-0.0001820987235987559,0.00034514846629463136,0.0038028599228709936,4.012016506749205e-05,0.014504172839224339,0.05725085735321045,temperature,0,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
atms,2,50000,22,1.6143821994774044e-05,17.758203506469727,0.005093636456876993,0.12253441661596298,1.251461386680603,0.9831319451332092,1.2574459314346313,2.1008021576562896e-05,6.31977673037909e-05,0.0017062450060620904,1.6143821994774044e-05,0.00752458069473505,0.005093636456876993,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
amsua,0,30000,15,4.476627509575337e-05,20.14482307434082,0.0052955555729568005,0.10308036208152771,1.3152543306350708,1.0490690469741821,1.3192874193191528,2.324133129150141e-05,0.0001744915934978053,0.004952637013047934,4.476627509575337e-05,0.006851354148238897,0.0052955555729568005,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ssmis,5,30000,24,6.460662461904576e-06,4.651677131652832,0.004394444637000561,0.0031434623524546623,1.4766324758529663,1.14431631565094,1.4766359329223633,1.1236431419092696e-05,0.00010841197945410386,0.0035438011400401592,6.460662461904576e-06,0.0012346337316557765,0.004394444637000561,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
seviri,4,30000,16,-1.4523438949254341e-05,-6.971250534057617,0.0036458333488553762,-0.29585352540016174,0.5085338950157166,0.39534398913383484,0.5883333086967468,3.321643816889264e-05,7.717424887232482e-05,0.001883591990917921,-1.4523438949254341e-05,-0.013105710037052631,0.0036458333488553762,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
avhrr,3,30000,3,4.517027889505698e-07,0.040653251111507416,0.0015999999595806003,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,2.8054346330463886e-06,4.953779352945276e-06,0.0002392628521192819,4.517027889505698e-07,0.001538479933515191,0.0015999999595806003,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,-1.3120782568876166e-05,-0.7346194982528687,0.003893621964380145,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,2.965739076898899e-05,0.00021326671412680298,0.005581142846494913,-1.3120782568876166e-05,-0.0014453248586505651,0.003893621964380145,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,0.00010509802814340219,4.982172012329102,0.036810461431741714,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,-6.406355532817543e-05,0.0011835466139018536,0.012696266174316406,0.00010509802814340219,0.007582102902233601,0.036810461431741714,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,0.00028258367092348635,3.063206911087036,0.14086715877056122,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,0.00022816994169261307,0.0014234485570341349,0.012227830477058887,0.00028258367092348635,0.015170271508395672,0.14086715877056122,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
aircraft,6,14550,4,1.3229422620497644e-05,0.7699524164199829,0.074862539768219,-0.04024752229452133,0.726263165473938,0.49062973260879517,0.7273774743080139,-2.2854193957755342e-05,0.0001854661531979218,0.0021089434158056974,1.3229422620497644e-05,0.008624160662293434,0.074862539768219,dewpoint_temperature,1,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
atms,2,50000,22,2.9678519695153227e-06,3.2646372318267822,0.004903636407107115,0.12253441661596298,1.251461386680603,0.9831319451332092,1.2574459314346313,4.6559962356695905e-06,1.8777704099193215e-05,0.0005709741380997002,2.9678519695153227e-06,0.0041337390430271626,0.004903636407107115,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
amsua,0,30000,15,9.400801900483202e-06,4.230360984802246,0.004999999888241291,0.10308036208152771,1.3152543306350708,1.0490690469741821,1.3192874193191528,1.1547404028533492e-05,6.579022010555491e-05,0.0018335313070565462,9.400801900483202e-06,0.003886320162564516,0.004999999888241291,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ssmis,5,30000,24,1.284657628275454e-06,0.9249534606933594,0.003937500063329935,0.0031434623524546623,1.4766324758529663,1.14431631565094,1.4766359329223633,1.3905442756367847e-05,5.305037848302163e-05,0.001619966235011816,1.284657628275454e-06,0.0005370465223677456,0.003937500063329935,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
seviri,4,30000,16,6.13504028024181e-07,0.29448193311691284,0.003135416656732559,-0.29585352540016174,0.5085338950157166,0.39534398913383484,0.5883333086967468,7.368992100964533e-06,1.9611552488640882e-05,0.0005708417156711221,6.13504028024181e-07,0.0018267518607899547,0.003135416656732559,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
avhrr,3,30000,3,-5.573631369770737e-07,-0.05016268417239189,0.0017888889415189624,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,1.207159129990032e-06,1.8495580889066332e-06,8.835379412630573e-05,-5.573631369770737e-07,-0.005140760913491249,0.0017888889415189624,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,4.725636972580105e-05,2.64583683013916,0.004536605440080166,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,2.3467035134672187e-05,6.447740452131256e-05,0.001506464323028922,4.725636972580105e-05,0.019285473972558975,0.004536605440080166,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,-0.00015359552344307303,-7.281195640563965,0.03162113577127457,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,-3.6546753108268604e-05,0.0006666535628028214,0.007979568094015121,-0.00015359552344307303,-0.01763072982430458,0.03162113577127457,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,-0.0006668888963758945,-7.2290754318237305,0.0919741690158844,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,-0.0006377823883667588,0.0013993405736982822,0.01311428751796484,-0.0006668888963758945,-0.0333813913166523,0.0919741690158844,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
aircraft,6,14550,4,3.912676402251236e-05,2.277177572250366,0.0807216465473175,-0.04024752229452133,0.726263165473938,0.49062973260879517,0.7273774743080139,7.324368198169395e-05,0.00015152920968830585,0.002382233738899231,3.912676402251236e-05,0.02258031629025936,0.0807216465473175,u_wind,2,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
atms,2,50000,22,7.086654932209058e-06,7.795320510864258,0.004771818406879902,0.12253441661596298,1.251461386680603,0.9831319451332092,1.2574459314346313,2.909764771175105e-05,0.00017386344552505761,0.004850275348871946,7.086654932209058e-06,0.001161962398327887,0.004771818406879902,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
amsua,0,30000,15,-7.509583520004526e-05,-33.79312515258789,0.005140000022947788,0.10308036208152771,1.3152543306350708,1.0490690469741821,1.3192874193191528,8.068773240665905e-06,0.0006002288428135216,0.01524948887526989,-7.509583520004526e-05,-0.0037326952442526817,0.005140000022947788,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ssmis,5,30000,24,-4.217528839944862e-05,-30.366207122802734,0.003886111080646515,0.0031434623524546623,1.4766324758529663,1.14431631565094,1.4766359329223633,0.0001089764409698546,0.0004786888894159347,0.01511481124907732,-4.217528839944862e-05,-0.0018896689871326089,0.003886111080646515,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
seviri,4,30000,16,6.358483233270817e-07,0.30520719289779663,0.003172916593030095,-0.29585352540016174,0.5085338950157166,0.39534398913383484,0.5883333086967468,5.741442510043271e-05,0.00021702164667658508,0.005641349125653505,6.358483233270817e-07,0.000191579238162376,0.003172916593030095,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
avhrr,3,30000,3,-8.24164271762129e-06,-0.7417478561401367,0.001455555553548038,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,5.709712240786757e-06,1.863261240941938e-05,0.0006997970631346107,-8.24164271762129e-06,-0.00959745328873396,0.001455555553548038,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,-0.00015915851690806448,-8.911126136779785,0.003947203978896141,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,3.2551084586884826e-05,0.000595067860558629,0.013230081647634506,-0.00015915851690806448,-0.007395988330245018,0.003947203978896141,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,-0.0024675901513546705,-116.97611236572266,0.033477481454610825,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,-0.0013089317362755537,0.008127706125378609,0.07683134078979492,-0.0024675901513546705,-0.02941749431192875,0.033477481454610825,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,-0.010343066416680813,-112.11884307861328,0.09326568245887756,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,-0.009526267647743225,0.02724508009850979,0.2032463401556015,-0.010343066416680813,-0.03340583294630051,0.09326568245887756,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
aircraft,6,14550,4,0.0006432122318074107,37.43495178222656,0.07864261418581009,-0.04024752229452133,0.726263165473938,0.49062973260879517,0.7273774743080139,0.0006098451558500528,0.0021853074431419373,0.02763945609331131,0.0006432122318074107,0.03199375420808792,0.07864261418581009,v_wind,3,9,150.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
atms,2,50000,22,1.5104857084224932e-05,16.61534309387207,0.003825454507023096,0.12253441661596298,1.251461386680603,0.9831319451332092,1.2574459314346313,7.000153709668666e-05,0.00012985829380340874,0.0035812449641525745,1.5104857084224932e-05,0.0033542837481945753,0.003825454507023096,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
amsua,0,30000,15,6.406899046851322e-05,28.831045150756836,0.0035155555233359337,0.10308036208152771,1.3152543306350708,1.0490690469741821,1.3192874193191528,2.7577038963499945e-06,0.0003015146357938647,0.008311189711093903,6.406899046851322e-05,0.005843145307153463,0.0035155555233359337,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ssmis,5,30000,24,-5.7543045841157436e-05,-41.430992126464844,0.004069444257766008,0.0031434623524546623,1.4766324758529663,1.14431631565094,1.4766359329223633,0.00012733388575725257,0.0002924409927800298,0.00782928429543972,-5.7543045841157436e-05,-0.004977384582161903,0.004069444257766008,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
seviri,4,30000,16,-1.1245465429965407e-05,-5.397823333740234,0.002300000051036477,-0.29585352540016174,0.5085338950157166,0.39534398913383484,0.5883333086967468,-2.1536052372539416e-06,8.339649502886459e-05,0.0030219934415072203,-1.1245465429965407e-05,-0.006325018126517534,0.002300000051036477,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
avhrr,3,30000,3,-4.098985300515778e-06,-0.36890867352485657,0.0018888888880610466,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,-4.985859504813561e-06,8.332761353813112e-06,0.0004483787342905998,-4.098985300515778e-06,-0.007449818775057793,0.0018888888880610466,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,-8.120785059873015e-05,-4.546746253967285,0.002982728648930788,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,-4.755461122840643e-05,0.0002688666863832623,0.009678945876657963,-8.120785059873015e-05,-0.005158207844942808,0.002982728648930788,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,3.105463838437572e-05,1.4721450805664062,0.03655732423067093,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,4.352838368504308e-05,0.00202712370082736,0.022706348448991776,3.105463838437572e-05,0.0012527088401839137,0.03655732423067093,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,-0.0002281533379573375,-2.473182201385498,0.09409593790769577,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,-0.0003355364897288382,0.0018300036899745464,0.010981165803968906,-0.0002281533379573375,-0.013638736680150032,0.09409593790769577,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
aircraft,6,14550,4,7.930387073429301e-05,4.615485191345215,0.06029209494590759,-0.04024752229452133,0.726263165473938,0.49062973260879517,0.7273774743080139,-0.0001361089525744319,0.00034594102180562913,0.0038222300354391336,7.930387073429301e-05,0.02852451242506504,0.06029209494590759,temperature,0,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
atms,2,50000,22,1.4492430636892095e-05,15.941673278808594,0.004029090981930494,0.12253441661596298,1.251461386680603,0.9831319451332092,1.2574459314346313,2.5846713469945826e-05,5.20103785675019e-05,0.00145331968087703,1.4492430636892095e-05,0.00793043989688158,0.004029090981930494,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
amsua,0,30000,15,3.480370287434198e-05,15.661666870117188,0.0036844443529844284,0.10308036208152771,1.3152543306350708,1.0490690469741821,1.3192874193191528,2.611126546980813e-05,0.0001366414362564683,0.003680906957015395,3.480370287434198e-05,0.007166920229792595,0.0036844443529844284,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ssmis,5,30000,24,2.539670504120295e-06,1.8285627365112305,0.00415972201153636,0.0031434623524546623,1.4766324758529663,1.14431631565094,1.4766359329223633,2.8966898753424175e-05,0.00012434918608050793,0.0033005909062922,2.539670504120295e-06,0.0005210940144024789,0.00415972201153636,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
seviri,4,30000,16,-1.225483720190823e-05,-5.882321834564209,0.0023770832922309637,-0.29585352540016174,0.5085338950157166,0.39534398913383484,0.5883333086967468,2.041987499978859e-05,6.023786045261659e-05,0.002237074775621295,-1.225483720190823e-05,-0.009311183355748653,0.0023770832922309637,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
avhrr,3,30000,3,-8.389196182179148e-07,-0.07550276815891266,0.0016333333915099502,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,-4.254058865171828e-07,1.916605015139794e-06,0.00013209368626121432,-8.389196182179148e-07,-0.0051755039021372795,0.0016333333915099502,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,-3.258306969655678e-05,-1.8242934942245483,0.0025897943414747715,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,1.5733479585833265e-06,0.00018909551727119833,0.005868096370249987,-3.258306969655678e-05,-0.0034136867616325617,0.0025897943414747715,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,0.00027169036911800504,12.87948226928711,0.036831557750701904,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,0.00010557529458310455,0.0009995601139962673,0.011439688503742218,0.00027169036911800504,0.021753596141934395,0.036831557750701904,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,-0.00014842840027995408,-1.6089638471603394,0.09252767264842987,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,-4.0669794543646276e-05,0.0011101464042440057,0.007029290311038494,-0.00014842840027995408,-0.013861213810741901,0.09252767264842987,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
aircraft,6,14550,4,3.1263098208000883e-05,1.8195122480392456,0.06362543255090714,-0.04024752229452133,0.726263165473938,0.49062973260879517,0.7273774743080139,-4.07607076340355e-05,0.00016813227557577193,0.0018051201477646828,3.1263098208000883e-05,0.023810386657714844,0.06362543255090714,dewpoint_temperature,1,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
atms,2,50000,22,1.1162743476234027e-06,1.227901816368103,0.003873636247590184,0.12253441661596298,1.251461386680603,0.9831319451332092,1.2574459314346313,4.510970939008985e-06,1.066456752596423e-05,0.00043721473775804043,1.1162743476234027e-06,0.0020304550416767597,0.003873636247590184,u_wind,2,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
amsua,0,30000,15,-1.6376794746975065e-06,-0.7369557619094849,0.003524444531649351,0.10308036208152771,1.3152543306350708,1.0490690469741821,1.3192874193191528,4.850954155699583e-06,3.080538954236545e-05,0.0015298475045710802,-1.6376794746975065e-06,-0.000811414560303092,0.003524444531649351,u_wind,2,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ssmis,5,30000,24,2.042449295913684e-06,1.470563530921936,0.00417777756229043,0.0031434623524546623,1.4766324758529663,1.14431631565094,1.4766359329223633,6.012406174704665e-06,3.1763393053552136e-05,0.0010978631908074021,2.042449295913684e-06,0.0012598925968632102,0.00417777756229043,u_wind,2,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
seviri,4,30000,16,-5.848273190167674e-07,-0.2807171046733856,0.00209791655652225,-0.29585352540016174,0.5085338950157166,0.39534398913383484,0.5883333086967468,5.494286142493365e-06,9.678417882241774e-06,0.0005310269771143794,-5.848273190167674e-07,-0.0018719270592555404,0.00209791655652225,u_wind,2,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
avhrr,3,30000,3,-7.598985121148871e-07,-0.0683908686041832,0.001511111157014966,0.3950219750404358,1.1617968082427979,0.9408338665962219,1.2271161079406738,3.155014667299838e-07,1.1539207207533764e-06,4.0848597564036027e-05,-7.598985121148871e-07,-0.015159777365624905,0.001511111157014966,u_wind,2,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
ascat,1,18663,3,6.147083240648499e-06,0.3441690504550934,0.003125614020973444,1.387545108795166,0.8487812280654907,1.4297733306884766,1.6265642642974854,9.137566848949064e-06,4.215376247884706e-05,0.00129132647998631,6.147083240648499e-06,0.0029265903867781162,0.003125614020973444,u_wind,2,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
surface_obs,8,9481,5,-0.00010027955431723967,-4.7537522315979,0.030060119926929474,0.500102698802948,0.9704880118370056,0.8246627449989319,1.0917645692825317,-8.782195072853938e-05,0.00041005073580890894,0.006467257160693407,-0.00010027955431723967,-0.014202451333403587,0.030060119926929474,u_wind,2,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
radiosonde,7,2710,4,-0.0002987206680700183,-3.2381319999694824,0.06780442595481873,1.1464874744415283,1.003101110458374,1.2739617824554443,1.5233663320541382,-0.000333380710799247,0.0009205315727740526,0.007100030314177275,-0.0002987206680700183,-0.027618546038866043,0.06780442595481873,u_wind,2,10,100.0,0,bin1,bin2,0,220291.69177246094,223140.20361328125
